Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
200758,-19.5,18.9375,-9.625,0.02832031,0.1455078,0.9125977,-0.0009765625,0.0625,-0.2573242
200759,-19.5,21.75,-10.0625,0.01269531,0.1298828,0.9086914,-0.0009765625,0.0625,-0.2573242
200761,-18.6875,23.6875,-10.375,-0.01806641,0.1069336,0.9321289,0.0009765625,0.06152344,-0.2602539
200762,-17.5,25.3125,-9.9375,-0.03759766,0.08349609,0.9628906,0,0.06396484,-0.2558594
200764,-15.125,25.5,-9.1875,-0.06445313,0.06396484,0.9628906,0,0.06396484,-0.2558594
200765,-12.875,25.375,-8.125,-0.08007813,0.05224609,0.9741211,0,0.06396484,-0.2573242
200767,-9.8125,25.375,-7.0625,-0.08789063,0.04052734,0.9897461,0.002441406,0.06542969,-0.2587891
200770,-6.5,23.875,-5.5625,-0.1191406,0.01757813,1.001465,0.002441406,0.06542969,-0.2587891
200772,-2.9375,22.1875,-3.9375,-0.1113281,0.01757813,0.9858398,0.002441406,0.06689453,-0.2573242
200773,0.0625,21.375,-2.375,-0.09570313,0.02539063,0.9858398,0.003417969,0.06396484,-0.2573242
200775,3.3125,21.125,-1.25,-0.09179688,0.04052734,0.9819336,0.003417969,0.06396484,-0.2573242
200776,6.3125,20.125,0,-0.1152344,0.03320313,0.9897461,0.006347656,0.06689453,-0.2573242
200778,9.375,18.4375,1.1875,-0.1191406,0.02929688,0.9975586,0.004882813,0.06396484,-0.2587891
200779,11.75,16.75,2.75,-0.1269531,0.04443359,1.005371,0.004882813,0.06396484,-0.2587891
200781,13.6875,14.75,3.8125,-0.1230469,0.07568359,0.9975586,0.006347656,0.06152344,-0.2602539
200782,15.1875,13.625,4.5625,-0.09960938,0.08349609,0.9741211,0.004882813,0.06005859,-0.2573242
200784,16.4375,13.4375,4.9375,-0.08789063,0.08740234,0.9819336,0.004882813,0.06005859,-0.2573242
200785,16.875,13.5,4.875,-0.09179688,0.1220703,0.9741211,0.003417969,0.05859375,-0.2602539
200787,16.3125,13.3125,4.4375,-0.08789063,0.1572266,0.9741211,0.004882813,0.0625,-0.2587891
200788,15.5,13.8125,3.6875,-0.06835938,0.1533203,0.9433594,0.004882813,0.0625,-0.2587891
200790,13.875,16,2.9375,-0.01806641,0.1494141,0.9355469,0.004882813,0.06005859,-0.2602539
200791,13.1875,19.4375,2.0625,-0.01806641,0.1728516,0.9472656,0.006347656,0.05859375,-0.2602539
200793,11.75,21.5625,0.9375,-0.04882813,0.1806641,0.9472656,0.006347656,0.05859375,-0.2602539
200794,11.0625,22,0.3125,-0.08789063,0.1958008,0.9936523,0.006347656,0.06152344,-0.2587891
200796,10.5,20.8125,0.125,-0.1230469,0.1806641,0.9780273,0.006347656,0.0625,-0.2587891
200797,11.4375,19.125,0.3125,-0.1308594,0.1533203,0.9819336,0.006347656,0.0625,-0.2587891
200799,12.0625,18.375,0.75,-0.1113281,0.1337891,0.9741211,0.007324219,0.05859375,-0.2587891
200800,13.125,18.5,1.25,-0.09960938,0.1142578,0.9897461,0.007324219,0.06005859,-0.2587891
200802,14,17.625,1.75,-0.1308594,0.1259766,0.9897461,0.007324219,0.06005859,-0.2587891
200803,14.3125,16.3125,2.125,-0.1347656,0.1611328,0.9936523,0.008789063,0.06005859,-0.2587891
200805,13.8125,15.1875,2.125,-0.1191406,0.1879883,1.001465,0.008789063,0.05859375,-0.2602539
200806,12.5,15.25,1.625,-0.1113281,0.2270508,0.9819336,0.008789063,0.05859375,-0.2602539
200808,7.0625,13.625,1.375,-0.1855469,0.3007813,1.074707,0.01025391,0.05712891,-0.2587891
200809,7.0625,10.6875,1.1875,-0.1308594,0.2114258,0.9394531,0.01123047,0.05859375,-0.2573242
200811,6.5625,12.3125,0.625,-0.08398438,0.199707,1.016602,0.01123047,0.05859375,-0.2573242
200812,5.1875,12.4375,0.1875,-0.1152344,0.230957,0.9667969,0.01123047,0.05712891,-0.2573242
200814,1.375,10.4375,-0.3125,-0.1660156,0.2929688,1.036133,0.01269531,0.05859375,-0.2587891
200815,-1.1875,9,-0.8125,-0.09570313,0.215332,0.9667969,0.01269531,0.05859375,-0.2587891
200817,-2.875,11.0625,-1.875,-0.08007813,0.2192383,0.9897461,0.01123047,0.05859375,-0.2626953
200818,-3.6875,11.5,-2.75,-0.07226563,0.1918945,0.9780273,0.01269531,0.05712891,-0.2617188
200820,-5.0625,12.5625,-3.6875,-0.06445313,0.2036133,0.9667969,0.01269531,0.05712891,-0.2617188
200821,-5.5,14.9375,-5.0625,-0.04492188,0.230957,0.9819336,0.01025391,0.05859375,-0.2587891
200823,-6.875,16.5,-5.1875,-0.06835938,0.2348633,0.9511719,0.01269531,0.06005859,-0.2587891
200824,-6.4375,17.5,-4.1875,-0.1152344,0.1416016,0.9936523,0.01269531,0.06005859,-0.2587891
200826,-4.5,16.5625,-2.6875,-0.1347656,0.1069336,0.9936523,0.01416016,0.05859375,-0.2602539
200827,-3.5625,14.375,-1.6875,-0.1699219,0.1689453,0.9858398,0.01269531,0.05859375,-0.2587891
200829,-2.4375,13.6875,-0.5625,-0.1347656,0.1337891,0.9975586,0.01269531,0.05859375,-0.2587891
200830,-1.625,12.9375,0.8125,-0.1660156,0.1259766,0.9858398,0.01123047,0.06005859,-0.2573242
200832,-1.625,4.8125,2,-0.2905273,0.2583008,0.9550781,0.01269531,0.05859375,-0.2573242
200833,0.375,11,3.125,0.04394531,0.02929688,1.047363,0.01269531,0.05859375,-0.2573242
200835,1.8125,11.75,4.375,-0.1967773,0.1650391,0.9897461,0.01416016,0.06152344,-0.2573242
200836,0.625,7.0625,3.75,-0.1967773,0.2426758,0.9975586,0.01513672,0.06005859,-0.2587891
200838,0.875,9.25,3.625,-0.09960938,0.1650391,1.032227,0.01513672,0.06005859,-0.2587891
200839,2.1875,10.4375,4.1875,-0.1347656,0.1494141,1.020508,0.01513672,0.05859375,-0.2573242
200841,2.875,10.0625,4.25,-0.1503906,0.1879883,1.012695,0.01660156,0.05859375,-0.2573242
200842,3.1875,10.875,4,-0.1503906,0.1611328,1.032227,0.01660156,0.05859375,-0.2573242
200844,4.25,10.875,3.9375,-0.1660156,0.1845703,1.024414,0.01513672,0.05712891,-0.2617188
200845,5,11.1875,3.8125,-0.1542969,0.1611328,1.024414,0.01660156,0.05615234,-0.2587891
200847,6.3125,11.75,4.125,-0.1660156,0.1611328,1.047363,0.01660156,0.05615234,-0.2587891
200848,8.1875,12.4375,4.125,-0.1503906,0.1337891,1.036133,0.01806641,0.06005859,-0.2587891
200850,11.25,13.4375,5.375,-0.1855469,0.1181641,1.078613,0.01660156,0.06152344,-0.2587891
200851,14.3125,13.125,7,-0.1928711,0.1376953,1.055176,0.01660156,0.06152344,-0.2587891
200853,18.1875,14.375,9.5,-0.1464844,0.1142578,1.08252,0.01660156,0.05712891,-0.2587891
200854,23.1875,18,11.375,-0.1425781,0.02929688,1.132324,0.01660156,0.05859375,-0.2602539
200856,28.6875,21.3125,13.1875,-0.1621094,0.07958984,1.151855,0.01660156,0.05859375,-0.2602539
200857,33.9375,25.125,12.9375,-0.1230469,0.04833984,1.166992,0.01904297,0.05859375,-0.2573242
200859,43.125,32,12,-0.01025391,-0.02880859,1.213379,0.01904297,0.05615234,-0.2587891
200860,45.9375,44.5625,10.625,0.121582,0.1259766,1.074707,0.01904297,0.05615234,-0.2587891
200862,39.875,62.25,6,0.421875,0.4868164,1.040039,0.02294922,0.05615234,-0.2602539
200863,26.5625,95.9375,-0.5625,0.6669922,0.5102539,1.02832,0.02294922,0.05615234,-0.2573242
200865,13.4375,141.0625,-5.125,0.9824219,0.4018555,1.036133,0.02294922,0.05615234,-0.2573242
200867,2.5,198.0625,-12.6875,1.122559,0.347168,1.174805,0.02832031,0.0546875,-0.2617188
200869,-1.8125,250.125,-17.625,0.7875977,0.3432617,1.236328,0.03222656,0.04931641,-0.2573242
200870,3.9375,278.25,-8.75,0.3984375,0.1958008,1.221191,0.03222656,0.04931641,-0.2573242
200872,28.3125,315.8125,6.375,0.8032227,-0.2382813,1.552734,0.04101563,0.05322266,-0.2548828
200873,60.625,420.625,7.6875,2.345215,-0.4824219,2.335449,0.05175781,0.05224609,-0.2558594
200875,67,580.75,22.8125,3.32666,-0.7114258,2.855957,0.05175781,0.05224609,-0.2558594
200876,77.25,662.4375,64.9375,3.20166,-0.4165039,3.457031,0.06591797,0.05078125,-0.253418
200878,37.0625,851.1875,83.1875,4.385742,0.5800781,5.227051,0.08544922,0.046875,-0.2504883
200879,90.5625,963.5,59.9375,1.254883,-1.165527,3.850586,0.08544922,0.046875,-0.2504883
200881,108.5,932.75,55.875,1.589844,-0.9404297,4.775879,0.1083984,0.04785156,-0.2436523
200882,110,909.75,-24.1875,5.59668,-1.018066,7.413086,0.1308594,0.04150391,-0.2299805
200884,106,870.75,-139.25,5.935547,-2.5625,7.817871,0.1308594,0.04150391,-0.2299805
200885,104.5,689.0625,-249.1875,3.131836,-3.544434,7.817871,0.1538086,0.03759766,-0.2163086
200887,98.875,336.0625,-221.125,-2.802246,-1.503418,6.460449,0.1669922,0.04003906,-0.2080078
200888,25.875,41.25,-217.6875,-1.953125,0.5219727,6.047852,0.1669922,0.04003906,-0.2080078
200890,-62.3125,-109.3125,-229.25,1.290039,0.8710938,4.675781,0.1694336,0.04150391,-0.2041016
200891,-115.25,-132.3125,-241.9375,3.528809,0.3164063,2.643555,0.1655273,0.046875,-0.2050781
200893,-127.25,-73.0625,-235.5,4.436035,-0.03662109,1.467773,0.1655273,0.046875,-0.2050781
200894,-134.625,11.625,-223.0625,4.370117,0.2504883,0.9897461,0.1616211,0.0546875,-0.206543
200896,-146.75,73.125,-212.9375,3.552246,0.5375977,0.7661133,0.1591797,0.06152344,-0.206543
200897,-155.6875,99.25,-199.125,2.921387,0.6420898,0.8701172,0.1591797,0.06152344,-0.206543
200899,-161.25,90.6875,-180.875,2.201172,0.7817383,1.128418,0.1616211,0.06787109,-0.2011719
200900,-166.3125,59.8125,-160.5,1.769043,0.9526367,1.382813,0.1616211,0.07470703,-0.199707
200902,-172.0625,19.1875,-138.625,1.585938,1.096191,1.575684,0.1616211,0.07470703,-0.199707
200903,-174.9375,-19.1875,-120.6875,1.640625,1.100098,1.648926,0.1606445,0.08398438,-0.1928711
200905,-171,-50.4375,-105.6875,1.850586,0.972168,1.625977,0.1577148,0.08789063,-0.1958008
200906,-159.75,-72.375,-93.1875,2.072754,0.859375,1.502441,0.1577148,0.08789063,-0.1958008
200908,-142.875,-87,-83.75,2.146484,0.7895508,1.344238,0.1577148,0.09179688,-0.1928711
200909,-123.9375,-97.75,-76.5,2.104004,0.7587891,1.178711,0.152832,0.09716797,-0.1928711
200911,-103.25,-107.4375,-69.6875,1.948242,0.7392578,1.032227,0.152832,0.09716797,-0.1928711
200912,-81.5625,-117.9375,-62.625,1.769043,0.7353516,0.9008789,0.1499023,0.1025391,-0.1943359
200914,-61.9375,-128.9375,-55.125,1.609375,0.7587891,0.8237305,0.1474609,0.1040039,-0.1958008
200915,-44.1875,-139.9375,-47,1.503906,0.8012695,0.7661133,0.1474609,0.1040039,-0.1958008
200917,-29.75,-150.6875,-38.0625,1.383301,0.8364258,0.7504883,0.1450195,0.1064453,-0.1982422
200918,-17.375,-161.5,-27.8125,1.301758,0.8515625,0.7739258,0.1396484,0.109375,-0.1982422
200920,-7.875,-170.5625,-16.875,1.254883,0.8632813,0.8662109,0.1396484,0.109375,-0.1982422
200921,-0.375,-179.375,-5.9375,1.21582,0.8325195,0.9707031,0.1357422,0.1064453,-0.2041016
200923,5.0625,-189.4375,4.25,1.161621,0.8012695,1.109375,0.1318359,0.1079102,-0.2050781
200924,9.8125,-200.1875,13.5,1.075684,0.7275391,1.232422,0.1318359,0.1079102,-0.2050781
200926,14.1875,-213,21.875,0.9824219,0.6577148,1.329102,0.1269531,0.1079102,-0.2080078
200927,18.625,-227.25,29.3125,0.8774414,0.5644531,1.40625,0.121582,0.1064453,-0.2094727
200929,23.875,-243,35.625,0.7875977,0.4638672,1.425293,0.121582,0.1064453,-0.2094727
200930,29.625,-258,40.5,0.7099609,0.3706055,1.429199,0.1191406,0.1064453,-0.2148438
200932,35.4375,-271.875,44.375,0.6669922,0.3164063,1.41748,0.1113281,0.1054688,-0.2148438
200933,40.875,-284.5,47.5,0.6162109,0.2504883,1.414063,0.1113281,0.1054688,-0.2148438
200935,44.5625,-295.125,50.1875,0.5698242,0.2075195,1.398438,0.1035156,0.1054688,-0.2177734
200936,46.5,-304.1875,52.5625,0.5151367,0.1767578,1.355957,0.09814453,0.1040039,-0.2231445
200938,46.375,-311.4375,54.25,0.472168,0.1416016,1.336914,0.09814453,0.1040039,-0.2231445
200939,45.625,-317.875,56,0.4331055,0.1108398,1.30957,0.09423828,0.1010742,-0.2270508
200941,43.25,-322.6875,57.625,0.4101563,0.08740234,1.317383,0.08398438,0.09863281,-0.2270508
200942,39.75,-325.6875,59,0.4101563,0.07568359,1.371582,0.08398438,0.09863281,-0.2270508
200944,35.375,-327.6875,60.75,0.3359375,0.06005859,1.425293,0.07617188,0.09716797,-0.2314453
200945,29.5625,-332.25,62.8125,0.2695313,0.04833984,1.494629,0.07226563,0.09472656,-0.2353516
200947,23.3125,-338.3125,64.3125,0.215332,0.03320313,1.571777,0.07226563,0.09472656,-0.2353516
200948,17.3125,-344.625,64.875,0.1958008,0.005859375,1.610352,0.06445313,0.09619141,-0.2397461
200950,12.0625,-350.75,64.375,0.1801758,-0.05566406,1.652832,0.05566406,0.09619141,-0.2412109
200951,9.5,-356.1875,63.0625,0.1489258,-0.1064453,1.683594,0.05566406,0.09619141,-0.2412109
200953,8.4375,-360.8125,60.375,0.1293945,-0.1489258,1.703125,0.04785156,0.09619141,-0.2412109
200954,8.75,-364.125,57.25,0.1064453,-0.1762695,1.722168,0.03857422,0.09619141,-0.246582
200956,10.1875,-365.8125,53.5,0.06347656,-0.1914063,1.737793,0.03857422,0.09619141,-0.246582
200957,12.0625,-367.0625,49.8125,0.02441406,-0.1801758,1.756836,0.02685547,0.09619141,-0.2451172
200959,14.25,-367.5,46.875,-0.03759766,-0.1567383,1.807129,0.01904297,0.09472656,-0.246582
200960,16.5,-367.875,44.25,-0.08007813,-0.121582,1.849609,0.01904297,0.09472656,-0.246582
200962,17.75,-368.1875,42.3125,-0.1191406,-0.07910156,1.899414,0.007324219,0.09472656,-0.2490234
200965,19.0625,-368.8125,41.125,-0.1738281,-0.04003906,1.95752,0,0.09472656,-0.2490234
200967,19.5,-370.625,41.25,-0.1928711,-0.02099609,2.003906,0,0.09472656,-0.2490234
200968,20.9375,-372.625,41.6875,-0.1928711,-0.02880859,2.073242,-0.01123047,0.09326172,-0.2480469
200970,21.875,-373.875,41.8125,-0.1928711,-0.02099609,2.138672,-0.01904297,0.09179688,-0.2451172
200971,22.0625,-374.9375,41.9375,-0.1816406,-0.009277344,2.177246,-0.01904297,0.09179688,-0.2451172
200973,21.5625,-375.3125,41.9375,-0.1542969,0.01757813,2.227539,-0.02832031,0.09472656,-0.2436523
200974,20.625,-373.375,42.375,-0.1074219,0.06787109,2.292969,-0.03759766,0.09326172,-0.2451172
200976,19.75,-370.4375,42.6875,-0.08007813,0.1298828,2.374023,-0.03759766,0.09326172,-0.2451172
200977,19.75,-365.6875,42.9375,-0.08789063,0.1845703,2.466309,-0.05029297,0.09179688,-0.2412109
200979,22.375,-361.625,43.9375,-0.1308594,0.2075195,2.562988,-0.06054688,0.08935547,-0.2397461
200980,27.5,-358.3125,45.1875,-0.2280273,0.2543945,2.674805,-0.06054688,0.08935547,-0.2397461
200982,33.1875,-357.125,46.125,-0.3525391,0.2851563,2.751465,-0.06738281,0.09179688,-0.2397461
200983,40.1875,-356.4375,46.0625,-0.4541016,0.2929688,2.817383,-0.07617188,0.08935547,-0.2368164
200985,48.75,-355.4375,45.4375,-0.5708008,0.3125,2.852051,-0.07617188,0.08935547,-0.2368164
200986,58.625,-354.125,44.25,-0.6992188,0.3125,2.897949,-0.08544922,0.09082031,-0.2329102
200988,67.6875,-350.75,42.5625,-0.831543,0.3432617,2.929199,-0.09423828,0.08789063,-0.2270508
200989,73.5,-347.0625,40.625,-0.9794922,0.4018555,2.948242,-0.09423828,0.08789063,-0.2270508
200991,73.25,-341.25,38.4375,-1.119629,0.5063477,3.033203,-0.1020508,0.08642578,-0.2260742
200992,67,-331.875,36.4375,-1.268066,0.6538086,3.141113,-0.1113281,0.08544922,-0.2246094
200994,53.4375,-321.75,34.0625,-1.442871,0.777832,3.275879,-0.1113281,0.08544922,-0.2246094
200995,37.3125,-310.9375,30.75,-1.668945,0.8442383,3.399414,-0.1176758,0.08398438,-0.2216797
200997,20.625,-304.875,26.8125,-1.980469,0.9101563,3.395508,-0.1269531,0.08251953,-0.2163086
200998,4.875,-300.875,20.9375,-2.256836,0.9331055,3.349121,-0.1269531,0.08251953,-0.2163086
201000,-3.5,-299,14.125,-2.455566,0.8442383,3.233398,-0.1318359,0.08251953,-0.2124023
